RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2023-01-20;A1EG34;BRA1EGBDR002;A1EG;2;27,5;1;55
2023-01-20;A1ES34;BRA1ESBDR007;A1ES;2;152,02;1;304,04
2023-01-20;A1MD34;BRA1MDBDR002;A1MD;8949;45,8726103;1;410513,99
2023-01-20;A1RE34;BRA1REBDR009;A1RE;77;194,6232467;1;14985,99
2023-01-20;A1UT34;BRA1UTBDR001;A1UT;129;245,6634883;1;31690,59
2023-01-20;A1VB34;BRA1VBBDR007;A1VB;1;214,86;1;214,86
2023-01-20;A1ZN34;BRA1ZNBDR003;A1ZN;1;61,15;1;61,15
2023-01-20;A2RW34;BRA2RWBDR009;A2RW;395;37,97;1;14998,15
2023-01-20;AALR3;BRAALRACNOR6;AALR;1917636;21,2307804;1;40712908,96
2023-01-20;AAPL34;BRAAPLBDR004;AAPL;1582753;34,487177;1;54584682,88
2023-01-20;ABBV34;BRABBVBDR001;ABBV;261;48,25;1;12593,25
2023-01-20;ABCB4;BRABCBACNPR4;ABCB;1547585;19,0576656;1;29493357,44
2023-01-20;ABEV3;BRABEVACNOR1;ABEV;288142816;14,2168377;1;4096479677,04
2023-01-20;ABTT34;BRABTTBDR007;ABTT;104;48,5817307;1;5052,5
2023-01-20;ABUD34;BRABUDBDR009;ABUD;378;51,42;1;19436,76
2023-01-20;ACNB34;BRACNBBDR006;ACNB;93;1424,45;1;132473,85
2023-01-20;ACWI11;BRACWICTF001;ACWI;272131;9,1874612;1;2500193,01
2023-01-20;ADBE34;BRADBEBDR003;ADBE;91;34,9707692;1;3182,34
2023-01-20;ADPR34;BRADPRBDR005;ADPR;1;52,39;1;52,39
2023-01-20;AERI3;BRAERIACNOR4;AERI;10806382;1,1625298;1;12562741,96
2023-01-20;AESB3;BRAESBACNOR7;AESB;32281443;9,4814612;1;306075252,35
2023-01-20;AFHI11;BRAFHICTF005;AFHI;988;95,2215384;1;94078,88
2023-01-20;AFLT3;BRAFLTACNOR1;AFLT;60;9,31;1;558,6
2023-01-20;AGRI11;BRAGRICTF002;AGRI;8;45,47;1;363,76
2023-01-20;AGRO3;BRAGROACNOR7;AGRO;2916192;28,1633739;1;82129805,78
2023-01-20;AGXY3;BRAGXYACNOR4;AGXY;311449;9,4614341;1;2946754,22
