RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2023-01-24;A1DM34;BRA1DMBDR002;A1DM;4;444,51;1;1778,04
2023-01-24;A1EG34;BRA1EGBDR002;A1EG;2;27,5;1;55
2023-01-24;A1ES34;BRA1ESBDR007;A1ES;2;152,02;1;304,04
2023-01-24;A1MD34;BRA1MDBDR002;A1MD;20081;46,9009914;1;941818,81
2023-01-24;A1PA34;BRA1PABDR001;A1PA;1;235,12;1;235,12
2023-01-24;A1RE34;BRA1REBDR009;A1RE;77;194,6232467;1;14985,99
2023-01-24;A1UT34;BRA1UTBDR001;A1UT;129;264,8870542;1;34170,43
2023-01-24;A1VB34;BRA1VBBDR007;A1VB;1;214,86;1;214,86
2023-01-24;A1ZN34;BRA1ZNBDR003;A1ZN;1;61,15;1;61,15
2023-01-24;A2RW34;BRA2RWBDR009;A2RW;395;37,97;1;14998,15
2023-01-24;AALR3;BRAALRACNOR6;AALR;1902942;21,2354932;1;40409911,97
2023-01-24;AAPL34;BRAAPLBDR004;AAPL;1504625;34,5541944;1;51991104,75
2023-01-24;ABCB4;BRABCBACNPR4;ABCB;1704969;19,2728877;1;32859676,19
2023-01-24;ABEV3;BRABEVACNOR1;ABEV;259803339;14,0959909;1;3662185503,92
2023-01-24;ABTT34;BRABTTBDR007;ABTT;1208;48,4797516;1;58563,54
2023-01-24;ABUD34;BRABUDBDR009;ABUD;46378;51,300978;1;2379236,76
2023-01-24;ACNB34;BRACNBBDR006;ACNB;93;1424,45;1;132473,85
2023-01-24;ACWI11;BRACWICTF001;ACWI;232051;9,2044161;1;2135893,97
2023-01-24;ADBE34;BRADBEBDR003;ADBE;96;35,0892708;1;3368,57
2023-01-24;ADPR34;BRADPRBDR005;ADPR;1;52,39;1;52,39
2023-01-24;AERI3;BRAERIACNOR4;AERI;12627569;1,2706666;1;16045430,51
2023-01-24;AESB3;BRAESBACNOR7;AESB;33190821;9,541628;1;316694468,68
2023-01-24;AFHI11;BRAFHICTF005;AFHI;470;95,0834893;1;44689,24
2023-01-24;AFLT3;BRAFLTACNOR1;AFLT;60;9,31;1;558,6
2023-01-24;AGRI11;BRAGRICTF002;AGRI;8;45,47;1;363,76
2023-01-24;AGRO3;BRAGROACNOR7;AGRO;2952247;28,2607937;1;83432843,58
2023-01-24;AGXY3;BRAGXYACNOR4;AGXY;313333;9,5395374;1;2989051,89
2023-01-24;AIEC11;BRAIECCTF009;AIEC;44;66,8329545;1;2940,65
2023-01-24;AIRB34;BRAIRBBDR004;AIRB;173673;24,2689464;1;4214860,74
2023-01-24;ALLD3;BRALLDACNOR3;ALLD;42012;5,901857;1;247948,82
2023-01-24;ALPA3;BRALPAACNOR0;ALPA;559;11,6553488;1;6515,34
2023-01-24;ALPA4;BRALPAACNPR7;ALPA;17317319;14,0332575;1;243018397,39
2023-01-24;ALPK3;BRALPKACNOR9;ALPK;101856;1,4929096;1;152061,81
2023-01-24;ALSO3;BRALSOACNOR5;ALSO;16362868;18,150306;1;296991061,99
2023-01-24;ALUG11;BRALUGCTF000;ALUG;11066;34,6313726;1;383230,77
2023-01-24;ALUP11;BRALUPCDAM15;ALUP;3255181;27,6847715;1;90118942,42
2023-01-24;ALUP3;BRALUPACNOR8;ALUP;218;9,3791284;1;2044,65
2023-01-24;ALUP4;BRALUPACNPR5;ALUP;1373;9,3040568;1;12774,47
2023-01-24;ALZR11;BRALZRCTF006;ALZR;4175;113,3673868;1;473308,84
2023-01-24;AMAR3;BRAMARACNOR4;AMAR;22963098;1,2657763;1;29066146,37
2023-01-24;AMBP3;BRAMBPACNOR6;AMBP;2592390;20,8927042;1;54162037,56
2023-01-24;AMER3;BRAMERACNOR6;AMER;28609238;2,2356759;1;63960985,97
2023-01-24;AMZO34;BRAMZOBDR002;AMZO;536770;23,8455194;1;12799559,45
2023-01-24;ANIM3;BRANIMACNOR6;ANIM;7622653;3,8907776;1;29658048,14
2023-01-24;APER3;BRAPERACNOR9;APER;80745;27,5804277;1;2226981,64
2023-01-24;ARCT11;BRARCTCTF008;ARCT;83;88,0901204;1;7311,48
2023-01-24;ARML3;BRARMLACNOR1;ARML;5716057;11,2241568;1;64157920,32
2023-01-24;ARMT34;BRARMTBDR008;ARMT;5689;78,3704992;1;445849,77
2023-01-24;ARRI11;BRARRICTF009;ARRI;12;9,35;1;112,2
2023-01-24;ARZZ3;BRARZZACNOR3;ARZZ;5504152;78,3600737;1;431305756,78
2023-01-24;ASAI3;BRASAIACNOR0;ASAI;74072642;19,7433271;1;1462440406,82
2023-01-24;ASIA11;BRASIACTF011;ASIA;17;7,8594117;1;133,61
2023-01-24;ASML34;BRASMLBDR003;ASML;64;63,42;1;4058,88
2023-01-24;ATMP3;BRATMPACNOR8;ATMP;2551;1,212156;1;3092,21
2023-01-24;ATOM3;BRATOMACNOR1;ATOM;806;2,3284615;1;1876,74
2023-01-24;ATTB34;BRATTBBDR007;ATTB;1453;32,7346799;1;47563,49
2023-01-24;AURA33;BRAURABDR001;AURA;184574;35,9340507;1;6632491,48
2023-01-24;AURE3;BRAUREACNOR9;AURE;15018865;14,6967915;1;220729128,56
2023-01-24;AVGO34;BRAVGOBDR003;AVGO;1652;42,6016525;1;70377,93
2023-01-24;AVLL3;BRAVLLACNOR5;AVLL;512;8,3735351;1;4287,25
2023-01-24;AXPB34;BRAXPBBDR007;AXPB;23;78,2043478;1;1798,7
2023-01-24;AZEV3;BRAZEVACNOR0;AZEV;8046;1,6912925;1;13608,14
2023-01-24;AZEV4;BRAZEVACNPR7;AZEV;1077165;1,5951166;1;1718203,88
2023-01-24;AZUL4;BRAZULACNPR4;AZUL;17703976;11,4647918;1;202972400,18
2023-01-24;B1IL34;BRB1ILBDR002;B1IL;600;26,12;1;15672
2023-01-24;B1NT34;BRB1NTBDR005;B1NT;9217;45,7456688;1;421637,83
2023-01-24;B2YN34;BRB2YNBDR003;B2YN;4782;3,71;1;17741,22
2023-01-24;B3SA3;BRB3SAACNOR6;B3SA;177393247;12,8199506;1;2274172669,39
2023-01-24;BAAX39;BRBAAXBDR009;BAAX;53499;36,676153;1;1962137,51
2023-01-24;BABA34;BRBABABDR005;BABA;742541;19,9467882;1;14811308,12
2023-01-24;BACW39;BRBACWBDR007;BACW;104297;45,9037706;1;4787625,57
2023-01-24;BAHI3;BRBAHIACNOR1;BAHI;1300;12,66;1;16458
2023-01-24;BALM4;BRBALMACNPR2;BALM;5;9,85;1;49,25
2023-01-24;BARI11;BRBARICTF003;BARI;19;86,4231578;1;1642,04
2023-01-24;BAUH4;BRBAUHACNPR3;BAUH;3;83,89;1;251,67
2023-01-24;BAZA3;BRBAZAACNOR0;BAZA;545;50,7679633;1;27668,54
2023-01-24;BBAS3;BRBBASACNOR3;BBAS;74192364;36,4208545;1;2702149296,46
2023-01-24;BBDC3;BRBBDCACNOR1;BBDC;41385707;13,0580912;1;540418340,1
2023-01-24;BBDC4;BRBBDCACNPR8;BBDC;294633548;14,7491473;1;4345593615,63
2023-01-24;BBOV11;BRBBOVCTF001;BBOV;7126;57,6189573;1;410592,69
2023-01-24;BBPO11;BRBBPOCTF003;BBPO;4283;85,5219472;1;366290,5
2023-01-24;BBSD11;BRBBSDCTF000;BBSD;1;92,04;1;92,04
2023-01-24;BBSE3;BRBBSEACNOR5;BBSE;25551755;34,0389875;1;869755870,06
2023-01-24;BBUG39;BRBBUGBDR000;BBUG;1;34,8;1;34,8
2023-01-24;BCFF11;BRBCFFCTF000;BCFF;9713;64,9480428;1;630840,34
2023-01-24;BCHI39;BRBCHIBDR001;BCHI;129994;33,9646668;1;4415202,9
2023-01-24;BCHQ39;BRBCHQBDR004;BCHQ;6;29,5466666;1;177,28
2023-01-24;BCLO39;BRBCLOBDR001;BCLO;1;28,34;1;28,34
2023-01-24;BCPX39;BRBCPXBDR003;BCPX;2;42,18;1;84,36
2023-01-24;BCRI11;BRBCRICTF009;BCRI;495;97,2643434;1;48145,85
2023-01-24;BCSA34;BRBCSABDR005;BCSA;307;17,3386319;1;5322,96
2023-01-24;BDIV11;BRBDIVCTF009;BDIV;2;104,02;1;208,04
2023-01-24;BDOM11;BRBDOMCTF006;BDOM;112;87,4290178;1;9792,05
2023-01-24;BDRI39;BRBDRIBDR008;BDRI;1;37,34;1;37,34
2023-01-24;BDVD39;BRBDVDBDR001;BDVD;3;50,1266666;1;150,38
2023-01-24;BDVY39;BRBDVYBDR007;BDVY;94;63,5823404;1;5976,74
2023-01-24;BEEF3;BRBEEFACNOR6;BEEF;21116211;14,1580009;1;298963336,3
2023-01-24;BEEM39;BRBEEMBDR006;BEEM;11397;35,2377985;1;401605,19
2023-01-24;BEES3;BRBEESACNOR9;BEES;1564;5,6350191;1;8813,17
2023-01-24;BEES4;BRBEESACNPR6;BEES;212;6,6668867;1;1413,38
2023-01-24;BEFA39;BRBEFABDR008;BEFA;17;45,7;1;776,9
2023-01-24;BERK34;BRBERKBDR002;BERK;362292;79,3991243;1;28765667,55
2023-01-24;BEWG39;BRBEWGBDR000;BEWG;106;47,3367924;1;5017,7
2023-01-24;BEWJ39;BRBEWJBDR004;BEWJ;2879;35,8834178;1;103308,36
2023-01-24;BEWU39;BRBEWUBDR001;BEWU;214;56,083271;1;12001,82
2023-01-24;BFNX39;BRBFNXBDR001;BFNX;3;21,0966666;1;63,29
2023-01-24;BGIP4;BRBGIPACNPR8;BGIP;10;17,295;1;172,95
2023-01-24;BGWH39;BRBGWHBDR003;BGWH;4;51,57;1;206,28
2023-01-24;BIAU39;BRBIAUBDR008;BIAU;1612;45,6634615;1;73609,5
2023-01-24;BIDU34;BRBIDUBDR002;BIDU;114;50,04;1;5704,56
2023-01-24;BIEM39;BRBIEMBDR007;BIEM;19026;43,1748186;1;821444,1
2023-01-24;BIEU39;BRBIEUBDR000;BIEU;2671;43,3921714;1;115900,49
2023-01-24;BIHI39;BRBIHIBDR008;BIHI;12339;7,9067582;1;97561,49
2023-01-24;BIOM3;BRBIOMACNOR2;BIOM;10200;6,3510784;1;64781
2023-01-24;BITH11;BRBITHCTF004;BITH;62287;22,0333886;1;1372393,68
2023-01-24;BITI11;BRBITICTF010;BITI;4438;34,17;1;151646,46
2023-01-24;BITO39;BRBITOBDR001;BITO;8488;45,0358447;1;382264,25
2023-01-24;BIVB39;BRBIVBBDR004;BIVB;63818;50,9464763;1;3251302,23
2023-01-24;BIWM39;BRBIWMBDR009;BIWM;2250;46,5300888;1;104692,7
2023-01-24;BIYE39;BRBIYEBDR002;BIYE;22;82,14;1;1807,08
2023-01-24;BIYF39;BRBIYFBDR009;BIYF;305;27,1586557;1;8283,39
2023-01-24;BIYW39;BRBIYWBDR004;BIYW;843;11,3258837;1;9547,72
2023-01-24;BKNG34;BRBKNGBDR006;BKNG;230;64,676;1;14875,48
2023-01-24;BLAK34;BRBLAKBDR003;BLAK;7507;57,8447102;1;434240,24
2023-01-24;BLAU3;BRBLAUACNOR8;BLAU;1127766;26,2522296;1;29606372,07
2023-01-24;BLBT39;BRBLBTBDR002;BLBT;14;40,755;1;570,57
2023-01-24;BLPA39;BRBLPABDR002;BLPA;2;55,375;1;110,75
2023-01-24;BLPX39;BRBLPXBDR004;BLPX;1;55,24;1;55,24
2023-01-24;BMEB3;BRBMEBACNOR8;BMEB;32;10,55;1;337,6
2023-01-24;BMEB4;BRBMEBACNPR5;BMEB;1011;10,2151829;1;10327,55
2023-01-24;BMGB4;BRBMGBACNPR0;BMGB;1036154;2,1406861;1;2218080,53
2023-01-24;BMOB3;BRBMOBACNOR7;BMOB;905790;14,3630176;1;13009877,8
2023-01-24;BMYB34;BRBMYBBDR000;BMYB;1;373,7;1;373,7
2023-01-24;BNDA39;BRBNDABDR004;BNDA;5304;54,3350735;1;288193,23
2023-01-24;BOAC34;BRBOACBDR004;BOAC;6571;44,3690914;1;291549,3
2023-01-24;BOAS3;BRBOASACNOR6;BOAS;2226231;7,1004577;1;15807259,23
2023-01-24;BOBR4;BRBOBRACNPR3;BOBR;6246;1,1991706;1;7490,02
2023-01-24;BONY34;BRBONYBDR001;BONY;1719;252,5268993;1;434093,74
2023-01-24;BOTZ39;BRBOTZBDR005;BOTZ;2;28,855;1;57,71
2023-01-24;BOVA11;BRBOVACTF003;BOVA;90234968;106,140305;1;9577567033,22
2023-01-24;BOVB11;BRBOVBCTF001;BOVB;532189;110,3993691;1;58753329,87
2023-01-24;BOVV11;BRBOVVCTF009;BOVV;16037199;111,7796447;1;1792632407,04
2023-01-24;BOVX11;BRBOVXCTF005;BOVX;3949946;10,8059776;1;42683028,13
2023-01-24;BPAC11;BRBPACUNT006;BPAC;39970888;22,185885;1;886789526,06
2023-01-24;BPAC3;BRBPACACNOR7;BPAC;453;12,3534437;1;5596,11
2023-01-24;BPAC5;BRBPACACNPA0;BPAC;15903;5,1123857;1;81302,27
2023-01-24;BPAN4;BRBPANACNPR1;BPAN;31019560;5,8185531;1;180488959,09
2023-01-24;BPFF11;BRBPFFCTF002;BPFF;69;64,5;1;4450,5
