RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2023-01-16;A1EG34;BRA1EGBDR002;A1EG;2;27,5;1;55
2023-01-16;A1ES34;BRA1ESBDR007;A1ES;2;152,02;1;304,04
2023-01-16;A1IV34;BRA1IVBDR002;A1IV;132;39,2;1;5174,4
2023-01-16;A1MD34;BRA1MDBDR002;A1MD;40;44,82;1;1792,8
2023-01-16;A1RE34;BRA1REBDR009;A1RE;79;194,3064556;1;15350,21
2023-01-16;A1UT34;BRA1UTBDR001;A1UT;158;247,2577848;1;39066,73
2023-01-16;A1VB34;BRA1VBBDR007;A1VB;1;214,86;1;214,86
2023-01-16;A1ZN34;BRA1ZNBDR003;A1ZN;1;62,13;1;62,13
2023-01-16;A2MR34;BRA2MRBDR000;A2MR;1008;7,88;1;7943,04
2023-01-16;A2RW34;BRA2RWBDR009;A2RW;395;37,97;1;14998,15
2023-01-16;AALR3;BRAALRACNOR6;AALR;1704000;20,9850113;1;35758459,27
2023-01-16;AAPL34;BRAAPLBDR004;AAPL;1373566;34,5566084;1;47465782,46
2023-01-16;ABBV34;BRABBVBDR001;ABBV;1458;50,7599451;1;74008
2023-01-16;ABCB4;BRABCBACNPR4;ABCB;1314979;19,0985017;1;25114128,69
2023-01-16;ABEV3;BRABEVACNOR1;ABEV;307059863;14,479902;1;4446196735,15
2023-01-16;ABTT34;BRABTTBDR007;ABTT;103;48,5857281;1;5004,33
2023-01-16;ACWI11;BRACWICTF001;ACWI;388789;9,18684;1;3571742,36
2023-01-16;ADBE34;BRADBEBDR003;ADBE;323;34,9329721;1;11283,35
2023-01-16;ADPR34;BRADPRBDR005;ADPR;1;52,39;1;52,39
2023-01-16;AERI3;BRAERIACNOR4;AERI;10991556;1,0678829;1;11737695,72
2023-01-16;AESB3;BRAESBACNOR7;AESB;30120111;9,4318051;1;284087017,03
2023-01-16;AFHI11;BRAFHICTF005;AFHI;657;95,0733789;1;62463,21
2023-01-16;AFLT3;BRAFLTACNOR1;AFLT;60;9,31;1;558,6
2023-01-16;AGRO3;BRAGROACNOR7;AGRO;2915286;27,9329088;1;81432418,24
2023-01-16;AGXY3;BRAGXYACNOR4;AGXY;327449;9,1992712;1;3012292,17
2023-01-16;AIRB34;BRAIRBBDR004;AIRB;214493;24,0067268;1;5149274,86
2023-01-16;ALLD3;BRALLDACNOR3;ALLD;49498;5,9987413;1;296925,7
2023-01-16;ALPA3;BRALPAACNOR0;ALPA;1645;11,7528145;1;19333,38
2023-01-16;ALPA4;BRALPAACNPR7;ALPA;17650363;14,3869581;1;253935033,07
2023-01-16;ALPK3;BRALPKACNOR9;ALPK;63014;1,6517008;1;104080,28
2023-01-16;ALSO3;BRALSOACNOR5;ALSO;17642506;18,836837;1;332329011,24
2023-01-16;ALUG11;BRALUGCTF000;ALUG;11046;34,6296098;1;382518,67
2023-01-16;ALUP11;BRALUPCDAM15;ALUP;3090459;27,2264828;1;84142328,82
2023-01-16;ALUP3;BRALUPACNOR8;ALUP;1018;9,1862966;1;9351,65
2023-01-16;ALUP4;BRALUPACNPR5;ALUP;1424;9,2789676;1;13213,25
2023-01-16;ALZR11;BRALZRCTF006;ALZR;2315;112,7728336;1;261069,11
2023-01-16;AMAR3;BRAMARACNOR4;AMAR;24076000;1,2691238;1;30555424,84
2023-01-16;AMBP3;BRAMBPACNOR6;AMBP;2215151;20,1890869;1;44721876,1
2023-01-16;AMER3;BRAMERACNOR6;AMER;45078400;8,4132054;1;379253840,15
2023-01-16;AMZO34;BRAMZOBDR002;AMZO;574725;23,6255125;1;13578172,7
2023-01-16;ANIM3;BRANIMACNOR6;ANIM;7871339;3,8901705;1;30620851,32
2023-01-16;APER3;BRAPERACNOR9;APER;88607;27,0366604;1;2395637,37
2023-01-16;ARCT11;BRARCTCTF008;ARCT;43;89,96;1;3868,28
2023-01-16;ARML3;BRARMLACNOR1;ARML;5437654;11,0627001;1;60155135,69
2023-01-16;ARMT34;BRARMTBDR008;ARMT;6069;78,4374641;1;476036,97
2023-01-16;ARRI11;BRARRICTF009;ARRI;10;9,34;1;93,4
2023-01-16;ARZZ3;BRARZZACNOR3;ARZZ;5125939;76,5863196;1;392576802,81
2023-01-16;ASAI3;BRASAIACNOR0;ASAI;77909760;19,2950607;1;1503273552,12
2023-01-16;ASIA11;BRASIACTF011;ASIA;14;7,5542857;1;105,76
2023-01-16;ATMP3;BRATMPACNOR8;ATMP;2792;1,1438538;1;3193,64
2023-01-16;ATOM3;BRATOMACNOR1;ATOM;806;2,2409305;1;1806,19
2023-01-16;ATTB34;BRATTBBDR007;ATTB;7;33,15;1;232,05
2023-01-16;ATVI34;BRATVIBDR008;ATVI;13;392,6;1;5103,8
2023-01-16;AURA33;BRAURABDR001;AURA;401826;32,0240933;1;12868113,32
2023-01-16;AURE3;BRAUREACNOR9;AURE;13277251;14,5214158;1;192804483,08
2023-01-16;AVGO34;BRAVGOBDR003;AVGO;1247;42,2328789;1;52664,4
2023-01-16;AVLL3;BRAVLLACNOR5;AVLL;512;6,8012695;1;3482,25
2023-01-16;AXPB34;BRAXPBBDR007;AXPB;3;76,9;1;230,7
2023-01-16;AZEV3;BRAZEVACNOR0;AZEV;9729;1,7214626;1;16748,11
2023-01-16;AZEV4;BRAZEVACNPR7;AZEV;823661;1,4394711;1;1185636,24
2023-01-16;AZUL4;BRAZULACNPR4;AZUL;19578308;11,5504577;1;226138418,55
2023-01-16;B1IL34;BRB1ILBDR002;B1IL;600;28,19;1;16914
2023-01-16;B1LL34;BRB1LLBDR006;B1LL;19;140,5515789;1;2670,48
2023-01-16;B1NT34;BRB1NTBDR005;B1NT;9449;52,1235337;1;492515,27
2023-01-16;B1TI34;BRB1TIBDR005;B1TI;1084;43,5980535;1;47260,29
