RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2023-01-03;A1EG34;BRA1EGBDR002;A1EG;2;25,45;1;50,9
2023-01-03;A1ES34;BRA1ESBDR007;A1ES;2;148,91;1;297,82
2023-01-03;A1IV34;BRA1IVBDR002;A1IV;1;38,65;1;38,65
2023-01-03;A1MD34;BRA1MDBDR002;A1MD;4296;42,7172509;1;183513,31
2023-01-03;A1RE34;BRA1REBDR009;A1RE;63;191,1407936;1;12041,87
2023-01-03;A1UT34;BRA1UTBDR001;A1UT;146;246,3255479;1;35963,53
2023-01-03;A1ZN34;BRA1ZNBDR003;A1ZN;1;62,13;1;62,13
2023-01-03;A2RW34;BRA2RWBDR009;A2RW;395;37,97;1;14998,15
2023-01-03;A2SO34;BRA2SOBDR004;A2SO;1;72,01;1;72,01
2023-01-03;AALR3;BRAALRACNOR6;AALR;1306412;20,6389509;1;26962973,21
2023-01-03;AAPL34;BRAAPLBDR004;AAPL;1339048;35,2665762;1;47223638,42
2023-01-03;ABBV34;BRABBVBDR001;ABBV;75;53,91;1;4043,25
2023-01-03;ABCB4;BRABCBACNPR4;ABCB;1318719;19,1139734;1;25205959,9
2023-01-03;ABEV3;BRABEVACNOR1;ABEV;298132766;15,0519515;1;4487479946,68
2023-01-03;ABTT34;BRABTTBDR007;ABTT;63;47,8982539;1;3017,59
2023-01-03;ACWI11;BRACWICTF001;ACWI;484937;9,187476;1;4455347,09
2023-01-03;ADBE34;BRADBEBDR003;ADBE;295;37,2422033;1;10986,45
2023-01-03;AERI3;BRAERIACNOR4;AERI;11323914;1,1332217;1;12832505,95
2023-01-03;AESB3;BRAESBACNOR7;AESB;26457914;9,6103426;1;254269619,31
2023-01-03;AGRI11;BRAGRICTF002;AGRI;212;45,5;1;9646
2023-01-03;AGRO3;BRAGROACNOR7;AGRO;3440878;27,6672239;1;95199542,29
2023-01-03;AGXY3;BRAGXYACNOR4;AGXY;303084;8,8025369;1;2667908,1
2023-01-03;AIRB34;BRAIRBBDR004;AIRB;206786;24,1722502;1;4998482,93
2023-01-03;ALLD3;BRALLDACNOR3;ALLD;80509;6,187695;1;498165,14
2023-01-03;ALPA3;BRALPAACNOR0;ALPA;359;11,837298;1;4249,59
2023-01-03;ALPA4;BRALPAACNPR7;ALPA;16349285;14,6424697;1;239393910,72
2023-01-03;ALPK3;BRALPKACNOR9;ALPK;61445;1,6621044;1;102128,01
2023-01-03;ALSO3;BRALSOACNOR5;ALSO;25767072;16,5591726;1;426681394,77
2023-01-03;ALUG11;BRALUGCTF000;ALUG;78301;34,4056649;1;2693997,97
2023-01-03;ALUP11;BRALUPCDAM15;ALUP;2630388;26,7549694;1;70375950,58
2023-01-03;ALUP3;BRALUPACNOR8;ALUP;369;9,3353658;1;3444,75
2023-01-03;ALUP4;BRALUPACNPR5;ALUP;3907;9,203765;1;35959,11
2023-01-03;ALZR11;BRALZRCTF006;ALZR;1485;112,8808956;1;167628,13
2023-01-03;AMAR3;BRAMARACNOR4;AMAR;21295183;1,2913191;1;27498877,75
2023-01-03;AMBP3;BRAMBPACNOR6;AMBP;1855790;20,9582595;1;38894128,46
2023-01-03;AMER3;BRAMERACNOR6;AMER;66271687;8,9478006;1;592985846,74
2023-01-03;AMZO34;BRAMZOBDR002;AMZO;1507554;22,7547339;1;34303990,18
2023-01-03;ANIM3;BRANIMACNOR6;ANIM;7451418;4,0559559;1;30222622,98
2023-01-03;APER3;BRAPERACNOR9;APER;97361;26,8374772;1;2612923,62
2023-01-03;ARML3;BRARMLACNOR1;ARML;5518430;11,3430134;1;62595625,78
2023-01-03;ARZZ3;BRARZZACNOR3;ARZZ;4819739;78,9162215;1;380355590,55
2023-01-03;ASAI3;BRASAIACNOR0;ASAI;77763788;19,3658953;1;1505965377,29
